date,source,data_type,list_type,keyword,rank,title,price,rating,review_count,likes,comments,views,published_at,competition_count,product_url,image_url,hot_score,reason
2026-06-21,amazon_us,product,search,platform sandals women,12,"Goosecret Women's Comfortable Arch Support Walking Platform Sandals | Lightweight Chunky Slip-On Foam Slides with Adjustable Buckle,Sandals for Beach and Daily Wear",¥136.73,4.4,3K+ bought in past month,,,,,,https://www.amazon.com/Goosecret-Platform-Lightweight-Comfortable-Adjustable/dp/B0CZ75N4PP/ref=sr_1_6?dib=eyJ2IjoiMSJ9.sZO-2Vj7mVIwE1KneWWWefmBVI8ZwG_h0Nw1xvebN2WaYaai1I7HGSDYLh5RSaHTAKDC8alQZuygcvUuvHUJaw8MNKO-oAt1C87nlDy80q2sE6HYVaPlw4-y34y4uYAyEu9_aQdV4BTkwRZgXnoG9kSB2Qhb4AHUwl4ltbe9612I5aYwFotzMVxW9nHdg5Ba-5F9rEWThOv4D2r1gFLCzPhWEH5CjjlwMZKXVLsgaWDFO0gJ8QYpt1fHWfghRoM0Z96IjXaP-EMW5wD_0xXCTbfKVqKDaCsTZk5cUlOY__Q.i1-UFC-dfhawBtl0QgR44j5UAUKmxSXCnLR6iC4V5ro&dib_tag=se&keywords=platform+sandals+women&qid=1782041802&sr=8-6,https://m.media-amazon.com/images/I/61l3YNTRtgL._AC_UL320_.jpg,100,排名进入前30；评论数达到1000以上；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 platform、comfort、arch support、beach，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.3以上。
2026-06-21,amazon_us,product,search,platform sandals women,20,"UBFEN Womens Platform Sandals with Orthopedic Arch Support - Low Wedge Heel, Lightweight Comfortable Slide Design for Casual Outdoor Walking, Beach, Work or Summer Outfits UBFEN Womens Platform Sandals with Orthopedic Arch Support - Low Wedge Heel, Lightweight Comfortable Sl…",¥215.93,4.6,4.6,,,,,,https://aax-us-east-retail-direct.amazon.com/x/c/JBSb-FQbkVh29XCpNUydHG8AAAGe6ff3PwEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICC4-Woa/clv1c_ek-wBIHXFcbWDn2nI4trJ16WtD5jqoDmoLcEthTy1x9b6yWhGCFWEx0FF0VJyt9Iw5KxV69nVWM56VRYM_ipTwlYWJ2z8DP5O6sW4LRi7Yq6jRsBQhCLTe790hFExgzT3BefwyQeMM2g1kD2HHL1e9jDAD2ckfFqmMr-n5_qDIAavyRsggNtCdH5Cw5qBTFt7ly5yjs7f8etl-PnAeXotn-jeTsdhZrnwBnq0YsVMc0fTQPj3QVEvJgTsYIXHqtyyrQ9Y1U0bMwICdroOCcEsHI3TtePzv71E2_scB_JS6KwBPSV-WXtulQjw6zfXy_ZB5oZ4yWQtx5W0gdJfvfvZNfwpxEoXxF8AG7lx_R26t9R7mHLsui7nG4UhSPO--O4JNDap8JXcyPwRpMwrNkGHL7gR_iLFnwQ-tU3WvHGG1vX7ofQlmAZCtwkCnk4cqT2nr2vpwrOYB3xObb546lGkgFeRYe2abZi7Ww1j7N_-dPaLTPo9yxLFXCULQy10It3y_J2CKYGIXMGKMbotGADjz_vMh-LHXg5LT3UXjEdzbdXmjGyXrBLOtVd9seMXgMyok76nTKBqTMoSshL28_RaWji27UhH49COYnAWnj3tEjUlem6R2N-I58m2JcmfcfHKXRID9wLqb91LYo35AhYB8ZNBYDmW1Nr2ZPEIHtnnMSy7-jEVerFCORk4ERAmA-icEBO7wfwv6tZZ8Kgti4qu8sqVhGM8x_-aciyuT1hLsmeyFJfAZToq44-nxN6yXyjpw8OHELRKT4O5dXQYIgeRYJDdujuC0jXSkQxdb8oKna10xJP5wgjh7JKZjZbuRiOEvczPIz4PQtUwy_sOi4WcDueYmH2Z0RpwUCcg2bU9G27Y1_gCj1Hx2nZmjtFc9UZAeq-1r3GJ03s4L93ersfsnsTsI1qFIFBgzSZuDwegqWCtdaeKUsTSEB8CFmqkomcm_cTf7exLiRuv665bO_9EqQtlHnn-NouUHGBL2zLH6j0F3zRLD3HJ6_OSzWM8sYFSKUn0gIu2mU0WdexyJRZKHo2Z4J0h1N3LTrl_Q9oG00vh8QuDnU_yvRMYplxbpO2F4sStzIUnj2-YNbdYeLH7x3iAw3QgvEDU5zFt9Yo5fjdADUYVKGVbkLawrjhAp93BuFz1SMQhAfyABIE83Q_F2trSa7Z_8TjDGDyuQ0RFQ3zuAz4ztMbguSLRVSjv13hPtBZvpBkE2TT3_0zRWCHkCQujjCZjdzKXHwScUHsjpgmKiC13rj9-DYxAqeLrlxmN6Sg9Ofl_D1_VW0ecDe75KZfZvSoxCf6vScYHiSH-461c6HtP9WKTyRFk4IJq6NbI8mFMyX6SUn__NKyFW3Y39LTGLk-XMC22FP94_E-DKy7E3HGE9nRJ7VQ4nQk0EKcc03z6rB1pj4m0jkS45iwuCJQeiOyBUocjpridc8Wh6aqvYru9RX5vnHPp48cPvUXQC8snxQwjthmoG6QkQJStnczFhDF0YoLaAHB1JCJiRUPhqiTOV1z6Q1KEQ4baFWsTCRKcM8VZt-rAT7op_ifV4AZWtlQOTJfBrjVgzehbnNy5YlcK0FhNC7hMTCIaDdA_ySIOSluNL2iT9pbUfQ6iRJeZkjOIyP3OMIY44lwLWtQucPwqJtqv4E4bX5U2RQoFwKBgpa96dmkQGifKpI/https://www.amazon.com/gp/aw/d/B0GHLJM61G/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b5ec02f2cc959eadd44c3f5ddb67bed4&hsa_cr_id=0&qid=1782041802&sr=1-6-f02f01d6-adaf-4bef-9a7c-29308eff9043&ref_=sbx__sbtcd2_asin_5_bkgd&pd_rd_w=MRdXo&content-id=amzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a%3Aamzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_p=5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_r=9Q12J8HTVZPVPKH4JNP2&pd_rd_wg=6GJlR&pd_rd_r=e1ce9fe1-02fa-477f-9093-6a7d414f5958,"https://m.media-amazon.com/images/I/71oGaIiORvL._AC_SR322,134_CB1169409_QL70_.jpg",100,排名进入前30；价格处于人民币等值¥180.00-¥288.00区间；标题包含 platform、orthopedic、comfort、arch support、beach、summer、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；orthopedic + arch support组合趋势加分；评分达到4.6以上。
2026-06-21,amazon_us,product,search,platform sandals women,41,"UBFEN Womens Espadrille Platform Sandals Low Wedge Heel - Orthopedic Arch Support, Cushion Insole, Comfortable Dressy Buckle Sandals for Walking and Vacation",¥287.93,4.7,300+ bought in past month,,,,,,https://www.amazon.com/UBFEN-Womens-Espadrille-Platform-Sandals/dp/B0G6YZGM42/ref=sr_1_25?dib=eyJ2IjoiMSJ9.sZO-2Vj7mVIwE1KneWWWefmBVI8ZwG_h0Nw1xvebN2WaYaai1I7HGSDYLh5RSaHTAKDC8alQZuygcvUuvHUJaw8MNKO-oAt1C87nlDy80q2sE6HYVaPlw4-y34y4uYAyEu9_aQdV4BTkwRZgXnoG9kSB2Qhb4AHUwl4ltbe9612I5aYwFotzMVxW9nHdg5Ba-5F9rEWThOv4D2r1gFLCzPhWEH5CjjlwMZKXVLsgaWDFO0gJ8QYpt1fHWfghRoM0Z96IjXaP-EMW5wD_0xXCTbfKVqKDaCsTZk5cUlOY__Q.i1-UFC-dfhawBtl0QgR44j5UAUKmxSXCnLR6iC4V5ro&dib_tag=se&keywords=platform+sandals+women&qid=1782041802&sr=8-25,https://m.media-amazon.com/images/I/71hqwCz4-2L._AC_UL320_.jpg,95,排名进入前50；评论数达到300以上；价格处于人民币等值¥180.00-¥288.00区间；标题包含 platform、orthopedic、comfort、arch support、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；orthopedic + arch support组合趋势加分；评分达到4.6以上。
2026-06-21,amazon_us,product,search,platform sandals women,36,Goosecret Women's Platform Sandals with Arch Support Comfortable Foam Slides Summer Beach Sandals with Adjustable Buckle,¥136.73,4.5,2K+ bought in past month,,,,,,https://www.amazon.com/Goosecret-Platform-Comfortable-Lightweight-Adjustable/dp/B0BZ7K2R1S/ref=sr_1_20?dib=eyJ2IjoiMSJ9.sZO-2Vj7mVIwE1KneWWWefmBVI8ZwG_h0Nw1xvebN2WaYaai1I7HGSDYLh5RSaHTAKDC8alQZuygcvUuvHUJaw8MNKO-oAt1C87nlDy80q2sE6HYVaPlw4-y34y4uYAyEu9_aQdV4BTkwRZgXnoG9kSB2Qhb4AHUwl4ltbe9612I5aYwFotzMVxW9nHdg5Ba-5F9rEWThOv4D2r1gFLCzPhWEH5CjjlwMZKXVLsgaWDFO0gJ8QYpt1fHWfghRoM0Z96IjXaP-EMW5wD_0xXCTbfKVqKDaCsTZk5cUlOY__Q.i1-UFC-dfhawBtl0QgR44j5UAUKmxSXCnLR6iC4V5ro&dib_tag=se&keywords=platform+sandals+women&qid=1782041802&sr=8-20,https://m.media-amazon.com/images/I/61HSQ2aKNuL._AC_UL320_.jpg,92,排名进入前50；评论数达到1000以上；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 platform、comfort、arch support、beach、summer，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.3以上。
2026-06-21,amazon_us,product,search,platform sandals women,7,CUSHIONAIRE Melissa Espadrille Platform Sandals For Women with Adjustable Ankle Strap and Memory Foam Insole-Comfortable Womens Sandals for Summer,¥287.93,4.2,200+ bought in past month,,,,,,https://www.amazon.com/CUSHIONAIRE-Womens-Melissa-Espadrille-Sandal/dp/B07S758RTR/ref=sr_1_1?dib=eyJ2IjoiMSJ9.sZO-2Vj7mVIwE1KneWWWefmBVI8ZwG_h0Nw1xvebN2WaYaai1I7HGSDYLh5RSaHTAKDC8alQZuygcvUuvHUJaw8MNKO-oAt1C87nlDy80q2sE6HYVaPlw4-y34y4uYAyEu9_aQdV4BTkwRZgXnoG9kSB2Qhb4AHUwl4ltbe9612I5aYwFotzMVxW9nHdg5Ba-5F9rEWThOv4D2r1gFLCzPhWEH5CjjlwMZKXVLsgaWDFO0gJ8QYpt1fHWfghRoM0Z96IjXaP-EMW5wD_0xXCTbfKVqKDaCsTZk5cUlOY__Q.i1-UFC-dfhawBtl0QgR44j5UAUKmxSXCnLR6iC4V5ro&dib_tag=se&keywords=platform+sandals+women&qid=1782041802&sr=8-1,https://m.media-amazon.com/images/I/81ZJ-NyvHwL._AC_UL320_.jpg,91,排名靠前；评论数达到50以上；价格处于人民币等值¥180.00-¥288.00区间；标题包含 platform、comfort、summer，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.0以上。
2026-06-21,amazon_us,product,search,platform sandals women,13,"Women's Platform Clogs Sandals Cork Footbed with Comfort Double Buckles, Summer Platform Slides Mules, Summer Beach Comfort Wide Widths Availab",¥183.53,4.3,200+ bought in past month,,,,,,https://www.amazon.com/BiuYorBTY-Platform-Sandals-Footbed-Comfort/dp/B0DZ1NT6L9/ref=sr_1_7?dib=eyJ2IjoiMSJ9.sZO-2Vj7mVIwE1KneWWWefmBVI8ZwG_h0Nw1xvebN2WaYaai1I7HGSDYLh5RSaHTAKDC8alQZuygcvUuvHUJaw8MNKO-oAt1C87nlDy80q2sE6HYVaPlw4-y34y4uYAyEu9_aQdV4BTkwRZgXnoG9kSB2Qhb4AHUwl4ltbe9612I5aYwFotzMVxW9nHdg5Ba-5F9rEWThOv4D2r1gFLCzPhWEH5CjjlwMZKXVLsgaWDFO0gJ8QYpt1fHWfghRoM0Z96IjXaP-EMW5wD_0xXCTbfKVqKDaCsTZk5cUlOY__Q.i1-UFC-dfhawBtl0QgR44j5UAUKmxSXCnLR6iC4V5ro&dib_tag=se&keywords=platform+sandals+women&qid=1782041802&sr=8-7,https://m.media-amazon.com/images/I/716g0SFJuTL._AC_UL320_.jpg,87,排名进入前30；评论数达到50以上；价格处于人民币等值¥180.00-¥288.00区间；标题包含 platform、comfort、beach、summer，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.3以上。
2026-06-21,amazon_us,product,search,platform sandals women,17,UBFEN Womens Platform Sandals Comfortable Walking Slide Soft Cushioning Footbed Casual Dressy Wedge Sandals UBFEN Womens Platform Sandals Comfortable Walking Slide Soft Cushioning Footbed Casual Dressy Wedge Sandals,¥71.93,4.5,4.5,,,,,,https://aax-us-east-retail-direct.amazon.com/x/c/JBSb-FQbkVh29XCpNUydHG8AAAGe6ff3PwEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICC4-Woa/clv1c_ek-wBIHXFcbWDn2nI4trJ16WtD5jqoDmoLcEthTy1x9b6yWhGCFWEx0FF0VJyt9Iw5KxV69nVWM56VRYM_ipTwlYWJ2z8DP5O6sW4LRi7Yq6jRsBQhCLTe790hFExgzT3BefwyQeMM2g1kD2HHL1e9jDAD2ckfFqmMr-n5_qDIAavyRsggNtCdH5Cw5qBTFt7ly5yjs7f8etl-PnAeXotn-jeTsdhZrnwBnq0YsVMc0fTQPj3QVEvJgTsYIXHqtyyrQ9Y1U0bMwICdroOCcEsHI3TtePzv71E2_scB_JS6KwBPSV-WXtulQjw6zfXy_ZB5oZ4yWQtx5W0gdJfvfvZNfwpxEoXxF8AG7lx_R26t9R7mHLsui7nG4UhSPO--O4JNDap8JXcyPwRpMwrNkGHL7gR_iLFnwQ-tU3WvHGG1vX7ofQlmAZCtwkCnk4cqT2nr2vpwrOYB3xObb546lGkgFeRYe2abZi7Ww1j7N_-dPaLTPo9yxLFXCULQy10It3y_J2CKYGIXMGKMbotGADjz_vMh-LHXg5LT3UXjEdzbdXmjGyXrBLOtVd9seMXgMyok76nTKBqTMoSshL28_RaWji27UhH49COYnAWnj3tEjUlem6R2N-I58m2JcmfcfHKXRID9wLqb91LYo35AhYB8ZNBYDmW1Nr2ZPEIHtnnMSy7-jEVerFCORk4ERAmA-icEBO7wfwv6tZZ8Kgti4qu8sqVhGM8x_-aciyuT1hLsmeyFJfAZToq44-nxN6yXyjpw8OHELRKT4O5dXQYIgeRYJDdujuC0jXSkQxdb8oKna10xJP5wgjh7JKZjZbuRiOEvczPIz4PQtUwy_sOi4WcDueYmH2Z0RpwUCcg2bU9G27Y1_gCj1Hx2nZmjtFc9UZAeq-1r3GJ03s4L93ersfsnsTsI1qFIFBgzSZuDwegqWCtdaeKUsTSEB8CFmqkomcm_cTf7exLiRuv665bO_9EqQtlHnn-NouUHGBL2zLH6j0F3zRLD3HJ6_OSzWM8sYFSKUn0gIu2mU0WdexyJRZKHo2Z4J0h1N3LTrl_Q9oG00vh8QuDnU_yvRMYplxbpO2F4sStzIUnj2-YNbdYeLH7x3iAw3QgvEDU5zFt9Yo5fjdADUYVKGVbkLawrjhAp93BuFz1SMQhAfyABIE83Q_F2trSa7Z_8TjDGDyuQ0RFQ3zuAz4ztMbguSLRVSjv13hPtBZvpBkE2TT3_0zRWCHkCQujjCZjdzKXHwScUHsjpgmKiC13rj9-DYxAqeLrlxmN6Sg9Ofl_D1_VW0ecDe75KZfZvSoxCf6vScYHiSH-461c6HtP9WKTyRFk4IJq6NbI8mFMyX6SUn__NKyFW3Y39LTGLk-XMC22FP94_E-DKy7E3HGE9nRJ7VQ4nQk0EKcc03z6rB1pj4m0jkS45iwuCJQeiOyBUocjpridc8Wh6aqvYru9RX5vnHPp48cPvUXQC8snxQwjthmoG6QkQJStnczFhDF0YoLaAHB1JCJiRUPhqiTOV1z6Q1KEQ4baFWsTCRKcM8VZt-rAT7op_ifV4AZWtlQOTJfBrjVgzehbnNy5YlcK0FhNC7hMTCIaDdA_ySIOSluNL2iT9pbUfQ6iRJeZkjOIyP3OMIY44lwLWtQucPwqJtqv4E4bX5U2RQoFwKBgpa96dmkQGifKpI/https://www.amazon.com/gp/aw/d/B0DLVV2FZ5/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b5ec02f2cc959eadd44c3f5ddb67bed4&hsa_cr_id=0&qid=1782041802&sr=1-3-f02f01d6-adaf-4bef-9a7c-29308eff9043&ref_=sbx__sbtcd2_asin_2_bkgd&pd_rd_w=MRdXo&content-id=amzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a%3Aamzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_p=5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_r=9Q12J8HTVZPVPKH4JNP2&pd_rd_wg=6GJlR&pd_rd_r=e1ce9fe1-02fa-477f-9093-6a7d414f5958,"https://m.media-amazon.com/images/I/61Pf4KR-ApL._AC_SR322,134_CB1169409_QL70_.jpg",87,排名进入前30；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 platform、comfort、soft、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.3以上。
2026-06-21,amazon_us,product,search,platform sandals women,28,DREAM PAIRS Women's Platform Espadrilles Casual Ankle Strap Wedge Sandals Comfortable Dressy Summer Shoes,¥230.33,4.3,200+ bought in past month,,,,,,https://www.amazon.com/DREAM-PAIRS-Espadrilles-Comfortable-Nude-Suede/dp/B0BYDBX2ZJ/ref=sr_1_12?dib=eyJ2IjoiMSJ9.sZO-2Vj7mVIwE1KneWWWefmBVI8ZwG_h0Nw1xvebN2WaYaai1I7HGSDYLh5RSaHTAKDC8alQZuygcvUuvHUJaw8MNKO-oAt1C87nlDy80q2sE6HYVaPlw4-y34y4uYAyEu9_aQdV4BTkwRZgXnoG9kSB2Qhb4AHUwl4ltbe9612I5aYwFotzMVxW9nHdg5Ba-5F9rEWThOv4D2r1gFLCzPhWEH5CjjlwMZKXVLsgaWDFO0gJ8QYpt1fHWfghRoM0Z96IjXaP-EMW5wD_0xXCTbfKVqKDaCsTZk5cUlOY__Q.i1-UFC-dfhawBtl0QgR44j5UAUKmxSXCnLR6iC4V5ro&dib_tag=se&keywords=platform+sandals+women&qid=1782041802&sr=8-12,https://m.media-amazon.com/images/I/71qztPeVs6L._AC_UL320_.jpg,87,排名进入前30；评论数达到50以上；价格处于人民币等值¥180.00-¥288.00区间；标题包含 platform、comfort、summer、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.3以上。
2026-06-21,amazon_us,product,search,platform sandals women,15,UBFEN Women Wedges Platform Sandals Comfortable Summer Chunky Heel Sandals for Dressy UBFEN Women Wedges Platform Sandals Comfortable Summer Chunky Heel Sandals for Dressy,¥287.93,4.8,4.8,,,,,,https://aax-us-east-retail-direct.amazon.com/x/c/JBSb-FQbkVh29XCpNUydHG8AAAGe6ff3PwEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICC4-Woa/clv1c_ek-wBIHXFcbWDn2nI4trJ16WtD5jqoDmoLcEthTy1x9b6yWhGCFWEx0FF0VJyt9Iw5KxV69nVWM56VRYM_ipTwlYWJ2z8DP5O6sW4LRi7Yq6jRsBQhCLTe790hFExgzT3BefwyQeMM2g1kD2HHL1e9jDAD2ckfFqmMr-n5_qDIAavyRsggNtCdH5Cw5qBTFt7ly5yjs7f8etl-PnAeXotn-jeTsdhZrnwBnq0YsVMc0fTQPj3QVEvJgTsYIXHqtyyrQ9Y1U0bMwICdroOCcEsHI3TtePzv71E2_scB_JS6KwBPSV-WXtulQjw6zfXy_ZB5oZ4yWQtx5W0gdJfvfvZNfwpxEoXxF8AG7lx_R26t9R7mHLsui7nG4UhSPO--O4JNDap8JXcyPwRpMwrNkGHL7gR_iLFnwQ-tU3WvHGG1vX7ofQlmAZCtwkCnk4cqT2nr2vpwrOYB3xObb546lGkgFeRYe2abZi7Ww1j7N_-dPaLTPo9yxLFXCULQy10It3y_J2CKYGIXMGKMbotGADjz_vMh-LHXg5LT3UXjEdzbdXmjGyXrBLOtVd9seMXgMyok76nTKBqTMoSshL28_RaWji27UhH49COYnAWnj3tEjUlem6R2N-I58m2JcmfcfHKXRID9wLqb91LYo35AhYB8ZNBYDmW1Nr2ZPEIHtnnMSy7-jEVerFCORk4ERAmA-icEBO7wfwv6tZZ8Kgti4qu8sqVhGM8x_-aciyuT1hLsmeyFJfAZToq44-nxN6yXyjpw8OHELRKT4O5dXQYIgeRYJDdujuC0jXSkQxdb8oKna10xJP5wgjh7JKZjZbuRiOEvczPIz4PQtUwy_sOi4WcDueYmH2Z0RpwUCcg2bU9G27Y1_gCj1Hx2nZmjtFc9UZAeq-1r3GJ03s4L93ersfsnsTsI1qFIFBgzSZuDwegqWCtdaeKUsTSEB8CFmqkomcm_cTf7exLiRuv665bO_9EqQtlHnn-NouUHGBL2zLH6j0F3zRLD3HJ6_OSzWM8sYFSKUn0gIu2mU0WdexyJRZKHo2Z4J0h1N3LTrl_Q9oG00vh8QuDnU_yvRMYplxbpO2F4sStzIUnj2-YNbdYeLH7x3iAw3QgvEDU5zFt9Yo5fjdADUYVKGVbkLawrjhAp93BuFz1SMQhAfyABIE83Q_F2trSa7Z_8TjDGDyuQ0RFQ3zuAz4ztMbguSLRVSjv13hPtBZvpBkE2TT3_0zRWCHkCQujjCZjdzKXHwScUHsjpgmKiC13rj9-DYxAqeLrlxmN6Sg9Ofl_D1_VW0ecDe75KZfZvSoxCf6vScYHiSH-461c6HtP9WKTyRFk4IJq6NbI8mFMyX6SUn__NKyFW3Y39LTGLk-XMC22FP94_E-DKy7E3HGE9nRJ7VQ4nQk0EKcc03z6rB1pj4m0jkS45iwuCJQeiOyBUocjpridc8Wh6aqvYru9RX5vnHPp48cPvUXQC8snxQwjthmoG6QkQJStnczFhDF0YoLaAHB1JCJiRUPhqiTOV1z6Q1KEQ4baFWsTCRKcM8VZt-rAT7op_ifV4AZWtlQOTJfBrjVgzehbnNy5YlcK0FhNC7hMTCIaDdA_ySIOSluNL2iT9pbUfQ6iRJeZkjOIyP3OMIY44lwLWtQucPwqJtqv4E4bX5U2RQoFwKBgpa96dmkQGifKpI/https://www.amazon.com/gp/aw/d/B0GS8B4TZM/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b5ec02f2cc959eadd44c3f5ddb67bed4&hsa_cr_id=0&qid=1782041802&sr=1-1-f02f01d6-adaf-4bef-9a7c-29308eff9043&ref_=sbx__sbtcd2_asin_0_bkgd&pd_rd_w=MRdXo&content-id=amzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a%3Aamzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_p=5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_r=9Q12J8HTVZPVPKH4JNP2&pd_rd_wg=6GJlR&pd_rd_r=e1ce9fe1-02fa-477f-9093-6a7d414f5958,"https://m.media-amazon.com/images/I/61wd1IXktEL._AC_SR322,134_CB1169409_QL70_.jpg",85,排名进入前30；价格处于人民币等值¥180.00-¥288.00区间；标题包含 platform、comfort、summer、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.6以上。
2026-06-21,amazon_us,product,search,platform sandals women,18,UBFEN Womens Platform Sandals Wedge Walking Comfortable Casual Adjustable Strap Lightweight Open Toe UBFEN Womens Platform Sandals Wedge Walking Comfortable Casual Adjustable Strap Lightweig…,¥143.93,4.3,4.3,,,,,,https://aax-us-east-retail-direct.amazon.com/x/c/JBSb-FQbkVh29XCpNUydHG8AAAGe6ff3PwEAAAH2AQBvbm9fdHhuX2JpZDcgICBvbm9fdHhuX2ltcDEgICC4-Woa/clv1c_ek-wBIHXFcbWDn2nI4trJ16WtD5jqoDmoLcEthTy1x9b6yWhGCFWEx0FF0VJyt9Iw5KxV69nVWM56VRYM_ipTwlYWJ2z8DP5O6sW4LRi7Yq6jRsBQhCLTe790hFExgzT3BefwyQeMM2g1kD2HHL1e9jDAD2ckfFqmMr-n5_qDIAavyRsggNtCdH5Cw5qBTFt7ly5yjs7f8etl-PnAeXotn-jeTsdhZrnwBnq0YsVMc0fTQPj3QVEvJgTsYIXHqtyyrQ9Y1U0bMwICdroOCcEsHI3TtePzv71E2_scB_JS6KwBPSV-WXtulQjw6zfXy_ZB5oZ4yWQtx5W0gdJfvfvZNfwpxEoXxF8AG7lx_R26t9R7mHLsui7nG4UhSPO--O4JNDap8JXcyPwRpMwrNkGHL7gR_iLFnwQ-tU3WvHGG1vX7ofQlmAZCtwkCnk4cqT2nr2vpwrOYB3xObb546lGkgFeRYe2abZi7Ww1j7N_-dPaLTPo9yxLFXCULQy10It3y_J2CKYGIXMGKMbotGADjz_vMh-LHXg5LT3UXjEdzbdXmjGyXrBLOtVd9seMXgMyok76nTKBqTMoSshL28_RaWji27UhH49COYnAWnj3tEjUlem6R2N-I58m2JcmfcfHKXRID9wLqb91LYo35AhYB8ZNBYDmW1Nr2ZPEIHtnnMSy7-jEVerFCORk4ERAmA-icEBO7wfwv6tZZ8Kgti4qu8sqVhGM8x_-aciyuT1hLsmeyFJfAZToq44-nxN6yXyjpw8OHELRKT4O5dXQYIgeRYJDdujuC0jXSkQxdb8oKna10xJP5wgjh7JKZjZbuRiOEvczPIz4PQtUwy_sOi4WcDueYmH2Z0RpwUCcg2bU9G27Y1_gCj1Hx2nZmjtFc9UZAeq-1r3GJ03s4L93ersfsnsTsI1qFIFBgzSZuDwegqWCtdaeKUsTSEB8CFmqkomcm_cTf7exLiRuv665bO_9EqQtlHnn-NouUHGBL2zLH6j0F3zRLD3HJ6_OSzWM8sYFSKUn0gIu2mU0WdexyJRZKHo2Z4J0h1N3LTrl_Q9oG00vh8QuDnU_yvRMYplxbpO2F4sStzIUnj2-YNbdYeLH7x3iAw3QgvEDU5zFt9Yo5fjdADUYVKGVbkLawrjhAp93BuFz1SMQhAfyABIE83Q_F2trSa7Z_8TjDGDyuQ0RFQ3zuAz4ztMbguSLRVSjv13hPtBZvpBkE2TT3_0zRWCHkCQujjCZjdzKXHwScUHsjpgmKiC13rj9-DYxAqeLrlxmN6Sg9Ofl_D1_VW0ecDe75KZfZvSoxCf6vScYHiSH-461c6HtP9WKTyRFk4IJq6NbI8mFMyX6SUn__NKyFW3Y39LTGLk-XMC22FP94_E-DKy7E3HGE9nRJ7VQ4nQk0EKcc03z6rB1pj4m0jkS45iwuCJQeiOyBUocjpridc8Wh6aqvYru9RX5vnHPp48cPvUXQC8snxQwjthmoG6QkQJStnczFhDF0YoLaAHB1JCJiRUPhqiTOV1z6Q1KEQ4baFWsTCRKcM8VZt-rAT7op_ifV4AZWtlQOTJfBrjVgzehbnNy5YlcK0FhNC7hMTCIaDdA_ySIOSluNL2iT9pbUfQ6iRJeZkjOIyP3OMIY44lwLWtQucPwqJtqv4E4bX5U2RQoFwKBgpa96dmkQGifKpI/https://www.amazon.com/gp/aw/d/B0DLVZG361/?_encoding=UTF8&pd_rd_plhdr=t&aaxitk=b5ec02f2cc959eadd44c3f5ddb67bed4&hsa_cr_id=0&qid=1782041802&sr=1-4-f02f01d6-adaf-4bef-9a7c-29308eff9043&ref_=sbx__sbtcd2_asin_3_bkgd&pd_rd_w=MRdXo&content-id=amzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a%3Aamzn1.sym.5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_p=5159d9cb-0665-4a83-8f64-8881eaba312a&pf_rd_r=9Q12J8HTVZPVPKH4JNP2&pd_rd_wg=6GJlR&pd_rd_r=e1ce9fe1-02fa-477f-9093-6a7d414f5958,"https://m.media-amazon.com/images/I/71RKERw6AmL._AC_SR322,134_CB1169409_QL70_.jpg",84,排名进入前30；价格处于人民币等值¥57.60-¥180.00黄金区间；标题包含 platform、comfort、wedge，符合美国女鞋舒适化趋势；platform + comfort组合趋势加分；评分达到4.3以上。
